Parameters
attitude-bias,beta-attitude,beta-pastbehavior,beta-conformity,frac-random-contacts,avg-contacts,timeline,N,memory-capacity,ticks
0.1,0.5,1.5,1.5,0.2,15,day-night,2000,5,0
Behavior and Dynamic Utility Function Terms
compliant,u_contacts,u_past,u_attitude
true,-1,0,0.5480835605918529
false,-1,0,-0.3871308559483278
true,-1,0,0.8671874804370655
false,-1,0,-0.7175782384461418
false,-1,0,-0.8041994880970295
true,-1,0,0.057523380572978164
false,-1,0,-0.1589930949955516
true,-1,0,0.5000596463317024
false,-1,0,-0.39275925677590867
false,-1,0,-0.6143859596361105
false,-1,0,-0.8568534143509212
false,-1,0,-0.5078444744589572
false,-1,0,-0.6547937178672208
true,-1,0,0.04704568864512761
true,-1,0,0.9321318071432876
true,-1,0,0.18575141577675414
false,-1,0,-0.12713424958894592
true,-1,0,0.4935145738281793
true,-1,0,0.6003159814100064
false,-1,0,-0.5154725213482947
true,-1,0,0.9549255400942521
true,-1,0,1.9573918315355083
true,-1,0,0.1555984787433885
false,-1,0,-0.2841148048294744
true,-1,0,0.48325853470087504
true,-1,0,0.09864732382540443
false,-1,0,-0.9939598546890244
false,-1,0,-0.43418153665391274
false,-1,0,-0.6015868180173868
false,-1,0,-0.2903308383362222
false,-1,0,-1.2068117184466713
true,-1,0,0.4328283968432097
false,-1,0,-0.8358318470417796
false,-1,0,-1.4774906382421398
false,-1,0,-0.8095072784680166
false,-1,0,-0.32943409392678386
false,-1,0,-0.3694307208122335
false,-1,0,-2.076043022714452
false,-1,0,-1.1208034778109166
false,-1,0,-0.41425594978061864
false,-1,0,-1.6146576147655791
true,-1,0,1.7171021480869384
true,-1,0,0.32050831271411845
false,-1,0,-0.7744772691804471
true,-1,0,0.38321640066088747
false,-1,0,-1.0832547024860406
false,-1,0,-0.6241523683495144
true,-1,0,0.16251175359915554
false,-1,0,-0.5356099630419058
true,-1,0,1.4464635529886245
false,-1,0,-0.1940364211894022
false,-1,0,-0.9429994239049541
false,-1,0,-1.874486177294619
true,-1,0,0.28591248161415656
false,-1,0,-1.5346430002348006
true,-1,0,0.724743154523995
true,-1,0,1.9127112816949419
false,-1,0,-0.5167058167515645
true,-1,0,0.09496315056157635
true,-1,0,1.749823591139856
true,-1,0,0.38220571130299025
true,-1,0,0.13509176533353698
false,-1,0,-1.9247844566962087
true,-1,0,0.3365398355645392
false,-1,0,-0.5253420139163568
true,-1,0,0.42582817646344856
true,-1,0,0.49589508073319577
false,-1,0,-0.639237031236561
true,-1,0,0.13554245322434
true,-1,0,0.08583348947409714
false,-1,0,-0.7640584526034785
true,-1,0,0.45839991514208034
